Date,Stock,Sector,Closing Price,Trading Volume
2023-07-24,AMZN,Technology,298.5,1344360.0
2023-07-25,AMZN,Technology,252.21,3149316.0
2023-07-26,AMZN,Technology,,2649565.0
2023-07-27,AMZN,Technology,414.48,1249734.0
2023-07-28,AMZN,Technology,,1946585.0
2023-07-29,AMZN,Technology,253.74,3060883.0
2023-07-30,AMZN,Technology,110.08,4207618.0
2023-07-31,AMZN,Technology,435.6,1006450.0
2023-08-01,AMZN,Technology,104.57,1582795.0
2023-08-02,AMZN,Technology,,382140.0
2023-08-03,AMZN,Technology,488.1,1708795.0
2023-08-04,AMZN,Technology,275.06,658981.0
2023-08-05,AMZN,Technology,193.99,2143321.0
2023-08-06,AMZN,Technology,381.95,208944.0
2023-08-07,AMZN,Technology,426.85,1897519.0
2023-08-08,AMZN,Technology,318.57,3977590.0
2023-08-09,AMZN,Technology,486.81,3815929.0
2023-08-10,AMZN,Technology,120.67,
2023-08-11,AMZN,Technology,301.92,4491401.0
2023-08-12,AMZN,Technology,387.38,3028100.0
2023-08-13,AMZN,Technology,445.06,2809236.0
2023-08-14,AMZN,Technology,171.7,2053341.0
2023-08-15,AMZN,Technology,420.0,1073737.0
2023-08-16,AMZN,Technology,321.08,1233387.0
2023-08-17,AMZN,Technology,258.62,4002908.0
2023-08-18,AMZN,Technology,152.69,4748455.0
2023-08-19,AMZN,Technology,446.12,2738439.0
2023-08-20,AMZN,Technology,162.91,795532.0
2023-08-21,AMZN,Technology,223.92,395866.0
2023-08-22,AMZN,Technology,216.02,897057.0
2023-08-23,AMZN,Technology,448.57,4492541.0
2023-08-24,AMZN,Technology,369.08,1905518.0
2023-08-25,AMZN,Technology,418.67,3535088.0
2023-08-26,AMZN,Technology,200.19,3036537.0
2023-08-27,AMZN,Technology,349.95,3723425.0
2023-08-28,AMZN,Technology,328.7,3699537.0
2023-08-29,AMZN,Technology,433.13,2246674.0
2023-08-30,AMZN,Technology,,2082847.0
2023-08-31,AMZN,Technology,104.86,2309853.0
2023-09-01,AMZN,Technology,369.61,4191685.0
2023-09-02,AMZN,Technology,120.73,307352.0
2023-09-03,AMZN,Technology,319.54,1775502.0
2023-09-04,AMZN,Technology,215.05,284514.0
2023-09-05,AMZN,Technology,222.71,898658.0
2023-09-06,AMZN,Technology,241.18,1957596.0
2023-09-07,AMZN,Technology,348.52,1358624.0
2023-09-08,AMZN,Technology,233.62,1062452.0
2023-09-09,AMZN,Technology,393.08,4883725.0
2023-09-10,AMZN,Technology,261.81,1870394.0
2023-09-11,AMZN,Technology,127.34,4236725.0
2023-09-12,AMZN,Technology,413.5,2850025.0
2023-09-13,AMZN,Technology,214.3,2189934.0
2023-09-14,AMZN,Technology,273.11,3026979.0
2023-09-15,AMZN,Technology,374.18,2614399.0
2023-09-16,AMZN,Technology,232.98,4763062.0
2023-09-17,AMZN,Technology,122.63,3895830.0
2023-09-18,AMZN,Technology,249.57,1055205.0
2023-09-19,AMZN,Technology,477.78,2223091.0
2023-09-20,AMZN,Technology,356.69,1066649.0
2023-09-21,AMZN,Technology,368.59,1034048.0
2023-09-22,AMZN,Technology,352.91,3130555.0
2023-09-23,AMZN,Technology,179.6,1964071.0
2023-09-24,AMZN,Technology,267.33,4822340.0
2023-09-25,AMZN,Technology,,1527989.0
2023-09-26,AMZN,Technology,140.55,2132709.0
2023-09-27,AMZN,Technology,211.14,1300532.0
2023-09-28,AMZN,Technology,210.53,564462.0
2023-09-29,AMZN,Technology,272.81,3091620.0
2023-09-30,AMZN,Technology,492.15,4968923.0
2023-10-01,AMZN,Technology,127.0,3100109.0
2023-10-02,AMZN,Technology,307.48,3672401.0
2023-10-03,AMZN,Technology,171.75,2544975.0
2023-10-04,AMZN,Technology,488.27,3371557.0
2023-10-05,AMZN,Technology,145.32,2372759.0
2023-10-06,AMZN,Technology,261.44,4703623.0
2023-10-07,AMZN,Technology,395.15,2549308.0
2023-10-08,AMZN,Technology,381.82,3848294.0
2023-10-09,AMZN,Technology,269.09,374535.0
2023-10-10,AMZN,Technology,238.61,3348204.0
2023-10-11,AMZN,Technology,259.04,2580017.0
2023-10-12,AMZN,Technology,205.71,4916129.0
2023-10-13,AMZN,Technology,182.13,4231146.0
2023-10-14,AMZN,Technology,293.22,1017472.0
2023-10-15,AMZN,Technology,207.41,2378581.0
2023-10-16,AMZN,Technology,214.98,3749279.0
2023-10-17,AMZN,Technology,362.7,2104517.0
2023-10-18,AMZN,Technology,487.41,2162362.0
2023-10-19,AMZN,Technology,341.45,3732403.0
2023-10-20,AMZN,Technology,130.79,3321131.0
2023-10-21,AMZN,Technology,130.23,2107338.0
2023-10-22,AMZN,Technology,480.57,688574.0
2023-10-23,AMZN,Technology,218.92,
2023-10-24,AMZN,Technology,136.83,204927.0
2023-10-25,AMZN,Technology,339.62,1949916.0
2023-10-26,AMZN,Technology,349.46,2682985.0
2023-10-27,AMZN,Technology,359.4,4317690.0
2023-10-28,AMZN,Technology,206.96,3749886.0
2023-10-29,AMZN,Technology,106.04,4546460.0
2023-10-30,AMZN,Technology,486.01,1053122.0
2023-10-31,AMZN,Technology,200.36,4143763.0
2023-11-01,AMZN,Technology,370.41,4763754.0
2023-11-02,AMZN,Technology,382.65,4617562.0
2023-11-03,AMZN,Technology,344.0,2398354.0
2023-11-04,AMZN,Technology,225.16,214589.0
2023-11-05,AMZN,Technology,208.44,1293982.0
2023-11-06,AMZN,Technology,339.07,719003.0
2023-11-07,AMZN,Technology,446.44,293839.0
2023-11-08,AMZN,Technology,478.69,606453.0
2023-11-09,AMZN,Technology,142.36,3147589.0
2023-11-10,AMZN,Technology,161.93,3027053.0
2023-11-11,AMZN,Technology,477.89,2624055.0
2023-11-12,AMZN,Technology,394.61,3090193.0
2023-11-13,AMZN,Technology,453.2,4740176.0
2023-11-14,AMZN,Technology,181.05,2607743.0
2023-11-15,AMZN,Technology,335.03,1655811.0
2023-11-16,AMZN,Technology,380.46,1756042.0
2023-11-17,AMZN,Technology,372.04,3945474.0
2023-11-18,AMZN,Technology,263.26,4024482.0
2023-11-19,AMZN,Technology,106.16,3332452.0
2023-11-20,AMZN,Technology,333.17,4390697.0
2023-11-21,AMZN,Technology,201.24,3846328.0
2023-11-22,AMZN,Technology,280.1,4261603.0
2023-11-23,AMZN,Technology,483.03,2010332.0
2023-11-24,AMZN,Technology,259.61,3840030.0
2023-11-25,AMZN,Technology,435.92,2598578.0
2023-11-26,AMZN,Technology,175.42,3912010.0
2023-11-27,AMZN,Technology,368.98,1578081.0
2023-11-28,AMZN,Technology,490.8,1670889.0
2023-11-29,AMZN,Technology,140.76,2499146.0
2023-11-30,AMZN,Technology,103.33,3171640.0
2023-12-01,AMZN,Technology,273.43,1645491.0
2023-12-02,AMZN,Technology,137.05,4932303.0
2023-12-03,AMZN,Technology,399.35,2022967.0
2023-12-04,AMZN,Technology,465.82,1050922.0
2023-12-05,AMZN,Technology,273.61,1784449.0
2023-12-06,AMZN,Technology,203.48,565590.0
2023-12-07,AMZN,Technology,273.76,1533284.0
2023-12-08,AMZN,Technology,389.38,1217374.0
2023-12-09,AMZN,Technology,103.62,3099610.0
2023-12-10,AMZN,Technology,335.78,2398756.0
2023-12-11,AMZN,Technology,345.32,2888107.0
2023-12-12,AMZN,Technology,355.08,130257.0
2023-12-13,AMZN,Technology,196.81,4701731.0
2023-12-14,AMZN,Technology,385.62,1085257.0
2023-12-15,AMZN,Technology,136.56,1201267.0
2023-12-16,AMZN,Technology,179.71,2155845.0
2023-12-17,AMZN,Technology,450.99,518829.0
2023-12-18,AMZN,Technology,395.49,2735466.0
2023-12-19,AMZN,Technology,105.5,3538780.0
2023-12-20,AMZN,Technology,199.35,4215345.0
2023-12-21,AMZN,Technology,185.76,4838202.0
2023-12-22,AMZN,Technology,208.32,1646933.0
2023-12-23,AMZN,Technology,199.02,425329.0
2023-12-24,AMZN,Technology,125.01,3056151.0
2023-12-25,AMZN,Technology,283.58,1327222.0
2023-12-26,AMZN,Technology,393.09,3467851.0
2023-12-27,AMZN,Technology,342.69,1643812.0
2023-12-28,AMZN,Technology,369.15,965256.0
2023-12-29,AMZN,Technology,132.46,100917.0
2023-12-30,AMZN,Technology,480.6,4573447.0
2023-12-31,AMZN,Technology,435.4,362091.0
2023-01-01,TSLA,Consumer Goods,161.48,785503.0
2023-01-02,TSLA,Consumer Goods,329.04,522641.0
2023-01-03,TSLA,Consumer Goods,210.81,2023217.0
2023-01-04,TSLA,Consumer Goods,468.52,437283.0
2023-01-05,TSLA,Consumer Goods,333.28,1678232.0
2023-01-06,TSLA,Consumer Goods,337.14,4877421.0
2023-01-07,TSLA,Consumer Goods,241.97,491180.0
2023-01-08,TSLA,Consumer Goods,120.8,3799243.0
2023-01-09,TSLA,Consumer Goods,112.7,4928022.0
2023-01-10,TSLA,Consumer Goods,269.33,2597934.0
2023-01-11,TSLA,Consumer Goods,133.83,678110.0
2023-01-12,TSLA,Consumer Goods,342.74,4318346.0
2023-01-13,TSLA,Consumer Goods,452.39,4702606.0
2023-01-14,TSLA,Consumer Goods,453.17,2810864.0
2023-01-15,TSLA,Consumer Goods,363.62,4443699.0
2023-01-16,TSLA,Consumer Goods,184.49,3810879.0
2023-01-17,TSLA,Consumer Goods,445.2,3235609.0
2023-01-18,TSLA,Consumer Goods,454.44,1035783.0
2023-01-19,TSLA,Consumer Goods,178.66,2259932.0
2023-01-20,TSLA,Consumer Goods,394.97,3006492.0
2023-01-21,TSLA,Consumer Goods,214.61,1865520.0
2023-01-22,TSLA,Consumer Goods,421.06,3634150.0
2023-01-23,TSLA,Consumer Goods,498.9,1841888.0
2023-01-24,TSLA,Consumer Goods,112.01,3346434.0
2023-01-25,TSLA,Consumer Goods,458.95,222019.0
2023-01-26,TSLA,Consumer Goods,349.05,4666156.0
2023-01-27,TSLA,Consumer Goods,489.35,1865317.0
2023-01-28,TSLA,Consumer Goods,286.0,279001.0
2023-01-29,TSLA,Consumer Goods,438.96,2992927.0
2023-01-30,TSLA,Consumer Goods,124.96,3345988.0
2023-01-31,TSLA,Consumer Goods,234.11,784494.0
2023-02-01,TSLA,Consumer Goods,126.81,3227022.0
2023-02-02,TSLA,Consumer Goods,490.14,3948189.0
2023-02-03,TSLA,Consumer Goods,426.79,693731.0
2023-02-04,TSLA,Consumer Goods,441.02,2516826.0
2023-02-05,TSLA,Consumer Goods,475.19,4954491.0
2023-02-06,TSLA,Consumer Goods,134.04,4390447.0
2023-02-07,TSLA,Consumer Goods,254.24,3963741.0
2023-02-08,TSLA,Consumer Goods,128.41,244771.0
2023-02-09,TSLA,Consumer Goods,184.32,1108923.0
2023-02-10,TSLA,Consumer Goods,191.75,3098111.0
2023-02-11,TSLA,Consumer Goods,287.64,1920908.0
2023-02-12,TSLA,Consumer Goods,207.42,4954977.0
2023-02-13,TSLA,Consumer Goods,140.39,1817534.0
2023-02-14,TSLA,Consumer Goods,167.0,211362.0
2023-02-15,TSLA,Consumer Goods,158.91,4016533.0
2023-02-16,TSLA,Consumer Goods,489.23,2136503.0
2023-02-17,TSLA,Consumer Goods,403.72,4470602.0
2023-02-18,TSLA,Consumer Goods,487.1,2780990.0
2023-02-19,TSLA,Consumer Goods,275.9,4767592.0
2023-02-20,TSLA,Consumer Goods,211.35,2462854.0
2023-02-21,TSLA,Consumer Goods,419.32,2509409.0
2023-02-22,TSLA,Consumer Goods,230.5,3150999.0
2023-02-23,TSLA,Consumer Goods,219.75,
2023-02-24,TSLA,Consumer Goods,193.0,3151622.0
2023-02-25,TSLA,Consumer Goods,151.87,2886281.0
2023-02-26,TSLA,Consumer Goods,202.59,875292.0
2023-02-27,TSLA,Consumer Goods,242.13,4027352.0
2023-02-28,TSLA,Consumer Goods,369.6,2433647.0
2023-03-01,TSLA,Consumer Goods,125.03,3823234.0
2023-03-02,TSLA,Consumer Goods,184.2,2010217.0
2023-03-03,TSLA,Consumer Goods,423.61,1700741.0
2023-03-04,TSLA,Consumer Goods,158.77,289073.0
2023-03-05,TSLA,Consumer Goods,237.06,459281.0
2023-03-06,TSLA,Consumer Goods,445.86,3207548.0
2023-03-07,TSLA,Consumer Goods,161.97,4514011.0
2023-03-08,TSLA,Consumer Goods,133.09,2438401.0
2023-03-09,TSLA,Consumer Goods,293.82,1185610.0
2023-03-10,TSLA,Consumer Goods,220.97,4465693.0
2023-03-11,TSLA,Consumer Goods,325.36,3958884.0
2023-03-12,TSLA,Consumer Goods,421.52,1159165.0
2023-03-13,TSLA,Consumer Goods,154.86,
2023-03-14,TSLA,Consumer Goods,332.28,3606172.0
2023-03-15,TSLA,Consumer Goods,302.2,925963.0
2023-03-16,TSLA,Consumer Goods,157.63,
2023-03-17,TSLA,Consumer Goods,349.6,2462460.0
2023-03-18,TSLA,Consumer Goods,209.46,4387382.0
2023-03-19,TSLA,Consumer Goods,295.13,2150053.0
2023-03-20,TSLA,Consumer Goods,132.91,859401.0
2023-03-21,TSLA,Consumer Goods,283.83,2085681.0
2023-03-22,TSLA,Consumer Goods,222.59,2661913.0
2023-03-23,TSLA,Consumer Goods,428.95,1919231.0
2023-03-24,TSLA,Consumer Goods,122.79,4167784.0
2023-03-25,TSLA,Consumer Goods,267.44,3435379.0
2023-03-26,TSLA,Consumer Goods,283.37,1649317.0
2023-03-27,TSLA,Consumer Goods,390.0,4362511.0
2023-03-28,TSLA,Consumer Goods,329.72,988698.0
2023-03-29,TSLA,Consumer Goods,366.88,3586142.0
2023-03-30,TSLA,Consumer Goods,410.82,
2023-03-31,TSLA,Consumer Goods,444.88,1659657.0
2023-04-01,TSLA,Consumer Goods,225.55,2331946.0
2023-04-02,TSLA,Consumer Goods,315.21,3980323.0
2023-04-03,TSLA,Consumer Goods,436.04,645726.0
2023-04-04,TSLA,Consumer Goods,495.78,2780259.0
2023-04-05,TSLA,Consumer Goods,,542244.0
2023-04-06,TSLA,Consumer Goods,248.59,
2023-04-07,TSLA,Consumer Goods,178.07,3289189.0
2023-04-08,TSLA,Consumer Goods,295.76,4912066.0
2023-04-09,TSLA,Consumer Goods,396.66,507407.0
2023-04-10,TSLA,Consumer Goods,297.03,971158.0
2023-04-11,TSLA,Consumer Goods,293.27,1403306.0
2023-04-12,TSLA,Consumer Goods,435.29,520602.0
2023-04-13,TSLA,Consumer Goods,244.56,3932809.0
2023-04-14,TSLA,Consumer Goods,443.92,1727650.0
2023-04-15,TSLA,Consumer Goods,262.72,156635.0
2023-04-16,TSLA,Consumer Goods,231.29,2962349.0
2023-04-17,TSLA,Consumer Goods,281.6,2443136.0
2023-04-18,TSLA,Consumer Goods,404.98,4522888.0
2023-04-19,TSLA,Consumer Goods,150.4,3664360.0
2023-04-20,TSLA,Consumer Goods,178.57,1820444.0
2023-04-21,TSLA,Consumer Goods,480.58,185166.0
2023-04-22,TSLA,Consumer Goods,170.2,2573006.0
2023-04-23,TSLA,Consumer Goods,327.09,3543571.0
2023-04-24,TSLA,Consumer Goods,331.73,4078966.0
2023-04-25,TSLA,Consumer Goods,295.85,3964856.0
2023-04-26,TSLA,Consumer Goods,357.9,397883.0
2023-04-27,TSLA,Consumer Goods,191.93,4457356.0
2023-04-28,TSLA,Consumer Goods,321.06,4252567.0
2023-04-29,TSLA,Consumer Goods,248.87,856079.0
2023-04-30,TSLA,Consumer Goods,364.67,3733646.0
2023-05-01,TSLA,Consumer Goods,156.49,1543401.0
2023-05-02,TSLA,Consumer Goods,328.35,715416.0
2023-05-03,TSLA,Consumer Goods,174.11,4191373.0
2023-05-04,TSLA,Consumer Goods,211.46,2358233.0
2023-05-05,TSLA,Consumer Goods,187.48,3111165.0
2023-05-06,TSLA,Consumer Goods,173.14,2832406.0
2023-05-07,TSLA,Consumer Goods,430.28,1286430.0
2023-05-08,TSLA,Consumer Goods,214.28,4255304.0
2023-05-09,TSLA,Consumer Goods,470.85,
2023-05-10,TSLA,Consumer Goods,487.97,4007297.0
2023-05-11,TSLA,Consumer Goods,328.5,2829737.0
2023-05-12,TSLA,Consumer Goods,157.2,2759786.0
2023-05-13,TSLA,Consumer Goods,,1260714.0
2023-05-14,TSLA,Consumer Goods,419.09,412916.0
2023-05-15,TSLA,Consumer Goods,246.96,4235316.0
2023-05-16,TSLA,Consumer Goods,134.81,4334453.0
2023-05-17,TSLA,Consumer Goods,322.71,448844.0
2023-05-18,TSLA,Consumer Goods,438.05,3080342.0
2023-05-19,TSLA,Consumer Goods,418.37,3724656.0
2023-05-20,TSLA,Consumer Goods,170.05,4422751.0
2023-05-21,TSLA,Consumer Goods,369.11,2658845.0
2023-05-22,TSLA,Consumer Goods,188.2,1712033.0
2023-05-23,TSLA,Consumer Goods,187.28,3031531.0
2023-05-24,TSLA,Consumer Goods,449.63,3424024.0
2023-05-25,TSLA,Consumer Goods,199.87,4975217.0
2023-05-26,TSLA,Consumer Goods,205.3,3568282.0
2023-05-27,TSLA,Consumer Goods,100.26,1514474.0
2023-05-28,TSLA,Consumer Goods,448.27,453039.0
2023-05-29,TSLA,Consumer Goods,417.04,1461425.0
2023-05-30,TSLA,Consumer Goods,350.93,2390146.0
2023-05-31,TSLA,Consumer Goods,400.11,3057498.0
2023-06-01,TSLA,Consumer Goods,160.82,1669720.0
2023-06-02,TSLA,Consumer Goods,283.33,1227787.0
2023-06-03,TSLA,Consumer Goods,240.49,2035657.0
2023-06-04,TSLA,Consumer Goods,137.51,2082539.0
2023-06-05,TSLA,Consumer Goods,294.45,3671387.0
2023-06-06,TSLA,Consumer Goods,468.3,1809813.0
2023-06-07,TSLA,Consumer Goods,116.02,1009210.0
2023-06-08,TSLA,Consumer Goods,216.58,2052026.0
2023-06-09,TSLA,Consumer Goods,183.02,132766.0
2023-06-10,TSLA,Consumer Goods,195.26,4850014.0
2023-06-11,TSLA,Consumer Goods,463.37,4568653.0
2023-06-12,TSLA,Consumer Goods,287.23,4774110.0
2023-06-13,TSLA,Consumer Goods,286.52,1560235.0
2023-06-14,TSLA,Consumer Goods,404.23,1558316.0
2023-06-15,TSLA,Consumer Goods,161.8,1527197.0
2023-06-16,TSLA,Consumer Goods,294.91,4228784.0
2023-06-17,TSLA,Consumer Goods,271.99,4733662.0
2023-06-18,TSLA,Consumer Goods,338.76,3961460.0
2023-06-19,TSLA,Consumer Goods,499.82,3153380.0
2023-06-20,TSLA,Consumer Goods,407.78,411385.0
2023-06-21,TSLA,Consumer Goods,259.15,3707323.0
2023-06-22,TSLA,Consumer Goods,431.02,1033476.0
2023-06-23,TSLA,Consumer Goods,168.28,2028854.0
2023-06-24,TSLA,Consumer Goods,112.19,909359.0
2023-06-25,TSLA,Consumer Goods,181.78,2312809.0
2023-06-26,TSLA,Consumer Goods,236.16,3050214.0
2023-06-27,TSLA,Consumer Goods,304.23,2301580.0
2023-06-28,TSLA,Consumer Goods,346.05,1594139.0
2023-06-29,TSLA,Consumer Goods,464.24,3109828.0
2023-06-30,TSLA,Consumer Goods,303.94,4252092.0
2023-07-01,TSLA,Consumer Goods,300.51,1890146.0
2023-07-02,TSLA,Consumer Goods,120.1,169518.0
2023-07-03,TSLA,Consumer Goods,113.96,276355.0
2023-07-04,TSLA,Consumer Goods,320.46,2016334.0
2023-07-05,TSLA,Consumer Goods,275.27,2864717.0
2023-07-06,TSLA,Consumer Goods,435.67,220243.0
2023-07-07,TSLA,Consumer Goods,164.27,3299039.0
2023-07-08,TSLA,Consumer Goods,109.99,1797818.0
2023-07-09,TSLA,Consumer Goods,279.62,2876374.0
2023-07-10,TSLA,Consumer Goods,194.99,2418620.0
2023-07-11,TSLA,Consumer Goods,119.85,3587379.0
2023-07-12,TSLA,Consumer Goods,389.84,2660837.0
2023-07-13,TSLA,Consumer Goods,144.64,3774942.0
2023-07-14,TSLA,Consumer Goods,343.33,1184309.0
2023-07-15,TSLA,Consumer Goods,212.42,2529151.0
2023-07-16,TSLA,Consumer Goods,169.4,141743.0
2023-07-17,TSLA,Consumer Goods,251.9,270948.0
2023-07-18,TSLA,Consumer Goods,420.58,3769021.0
2023-07-19,TSLA,Consumer Goods,256.84,601793.0
2023-07-20,TSLA,Consumer Goods,,426284.0
2023-07-21,TSLA,Consumer Goods,150.19,1930314.0
2023-07-22,TSLA,Consumer Goods,409.11,3877341.0
2023-07-23,TSLA,Consumer Goods,194.77,368508.0
2023-07-24,TSLA,Consumer Goods,370.96,4685315.0
2023-07-25,TSLA,Consumer Goods,326.31,1870403.0
2023-07-26,TSLA,Consumer Goods,471.66,4471272.0
2023-07-27,TSLA,Consumer Goods,254.93,1376485.0
2023-07-28,TSLA,Consumer Goods,126.47,606995.0
2023-07-29,TSLA,Consumer Goods,107.66,2285454.0
2023-07-30,TSLA,Consumer Goods,430.74,2172723.0
2023-07-31,TSLA,Consumer Goods,,
2023-08-01,TSLA,Consumer Goods,410.1,665635.0
2023-08-02,TSLA,Consumer Goods,193.77,627409.0
2023-08-03,TSLA,Consumer Goods,238.03,2280945.0
2023-08-04,TSLA,Consumer Goods,112.04,1701028.0
2023-08-05,TSLA,Consumer Goods,484.6,387635.0
2023-08-06,TSLA,Consumer Goods,367.15,683510.0
2023-08-07,TSLA,Consumer Goods,473.28,
2023-08-08,TSLA,Consumer Goods,206.2,4878972.0
2023-08-09,TSLA,Consumer Goods,344.59,3211500.0
2023-08-10,TSLA,Consumer Goods,371.4,1793481.0
2023-08-11,TSLA,Consumer Goods,227.02,3161342.0
2023-08-12,TSLA,Consumer Goods,439.24,700198.0
2023-08-13,TSLA,Consumer Goods,478.86,497891.0
2023-08-14,TSLA,Consumer Goods,453.94,3181362.0
2023-08-15,TSLA,Consumer Goods,395.63,4794505.0
2023-08-16,TSLA,Consumer Goods,210.99,3747965.0
2023-08-17,TSLA,Consumer Goods,212.65,1141566.0
2023-08-18,TSLA,Consumer Goods,485.34,3824476.0
2023-08-19,TSLA,Consumer Goods,104.11,1719282.0
2023-08-20,TSLA,Consumer Goods,386.42,3534078.0
2023-08-21,TSLA,Consumer Goods,382.5,3898196.0
2023-08-22,TSLA,Consumer Goods,349.08,1935295.0
2023-08-23,TSLA,Consumer Goods,496.04,1170913.0
2023-08-24,TSLA,Consumer Goods,224.75,3397466.0
2023-08-25,TSLA,Consumer Goods,235.99,4541971.0
2023-08-26,TSLA,Consumer Goods,131.58,4950825.0
2023-08-27,TSLA,Consumer Goods,277.12,987099.0
2023-08-28,TSLA,Consumer Goods,204.42,3153407.0
2023-08-29,TSLA,Consumer Goods,237.35,4245295.0
2023-08-30,TSLA,Consumer Goods,433.83,1517231.0
2023-08-31,TSLA,Consumer Goods,474.19,1631181.0
2023-09-01,TSLA,Consumer Goods,174.29,507974.0
2023-09-02,TSLA,Consumer Goods,249.0,3704724.0
2023-09-03,TSLA,Consumer Goods,471.45,4427552.0
2023-09-04,TSLA,Consumer Goods,124.72,
2023-09-05,TSLA,Consumer Goods,136.94,1044131.0
2023-09-06,TSLA,Consumer Goods,165.12,2571321.0
2023-09-07,TSLA,Consumer Goods,338.09,800270.0
2023-09-08,TSLA,Consumer Goods,,190417.0
2023-09-09,TSLA,Consumer Goods,487.23,4722942.0
2023-09-10,TSLA,Consumer Goods,278.69,1160560.0
2023-09-11,TSLA,Consumer Goods,300.61,292458.0
2023-09-12,TSLA,Consumer Goods,198.66,4818912.0
2023-09-13,TSLA,Consumer Goods,288.38,2023782.0
2023-09-14,TSLA,Consumer Goods,364.77,4709409.0
2023-09-15,TSLA,Consumer Goods,400.47,3996937.0
2023-09-16,TSLA,Consumer Goods,401.55,1508791.0
2023-09-17,TSLA,Consumer Goods,331.16,2076850.0
2023-09-18,TSLA,Consumer Goods,461.74,4202553.0
2023-09-19,TSLA,Consumer Goods,426.96,3200618.0
2023-09-20,TSLA,Consumer Goods,402.82,2831303.0
2023-09-21,TSLA,Consumer Goods,122.24,146250.0
2023-09-22,TSLA,Consumer Goods,102.75,4105194.0
2023-09-23,TSLA,Consumer Goods,184.98,1450850.0
2023-09-24,TSLA,Consumer Goods,365.41,575147.0
2023-09-25,TSLA,Consumer Goods,264.48,3117193.0
2023-09-26,TSLA,Consumer Goods,260.96,3985850.0
2023-09-27,TSLA,Consumer Goods,453.83,2212368.0
2023-09-28,TSLA,Consumer Goods,458.23,2543445.0
2023-09-29,TSLA,Consumer Goods,463.67,976336.0
2023-09-30,TSLA,Consumer Goods,225.55,3930415.0
2023-10-01,TSLA,Consumer Goods,376.42,4998107.0
2023-10-02,TSLA,Consumer Goods,208.65,2385221.0
2023-10-03,TSLA,Consumer Goods,176.24,3610043.0
2023-10-04,TSLA,Consumer Goods,173.85,4408760.0
2023-10-05,TSLA,Consumer Goods,,3570431.0
2023-10-06,TSLA,Consumer Goods,271.98,4171867.0
2023-10-07,TSLA,Consumer Goods,432.38,4012487.0
2023-10-08,TSLA,Consumer Goods,147.96,1518060.0
2023-10-09,TSLA,Consumer Goods,393.97,4328087.0
2023-10-10,TSLA,Consumer Goods,312.58,4328456.0
2023-10-11,TSLA,Consumer Goods,215.18,4739022.0
2023-10-12,TSLA,Consumer Goods,,248725.0
2023-10-13,TSLA,Consumer Goods,219.98,591215.0
2023-10-14,TSLA,Consumer Goods,338.43,2368693.0
2023-10-15,TSLA,Consumer Goods,273.54,4024152.0
2023-10-16,TSLA,Consumer Goods,165.76,1008017.0
2023-10-17,TSLA,Consumer Goods,146.63,421898.0
2023-10-18,TSLA,Consumer Goods,,785338.0
2023-10-19,TSLA,Consumer Goods,460.97,3602415.0
2023-10-20,TSLA,Consumer Goods,237.58,154745.0
2023-10-21,TSLA,Consumer Goods,393.2,1783032.0
2023-10-22,TSLA,Consumer Goods,363.46,4932577.0
2023-10-23,TSLA,Consumer Goods,472.62,2218219.0
2023-10-24,TSLA,Consumer Goods,428.39,2248185.0
2023-10-25,TSLA,Consumer Goods,326.64,145256.0
2023-10-26,TSLA,Consumer Goods,362.81,602264.0
2023-10-27,TSLA,Consumer Goods,459.35,3446145.0
2023-10-28,TSLA,Consumer Goods,259.81,1039695.0
2023-10-29,TSLA,Consumer Goods,230.72,2283955.0
2023-10-30,TSLA,Consumer Goods,104.32,1352390.0
2023-10-31,TSLA,Consumer Goods,430.62,2315995.0
2023-11-01,TSLA,Consumer Goods,420.39,579809.0
2023-11-02,TSLA,Consumer Goods,141.78,2750432.0
2023-11-03,TSLA,Consumer Goods,330.74,4275282.0
2023-11-04,TSLA,Consumer Goods,285.59,3617847.0
2023-11-05,TSLA,Consumer Goods,147.48,1867413.0
2023-11-06,TSLA,Consumer Goods,492.23,4438586.0
2023-11-07,TSLA,Consumer Goods,185.88,2673697.0
2023-11-08,TSLA,Consumer Goods,126.89,3700952.0
2023-11-09,TSLA,Consumer Goods,337.94,2071277.0
2023-11-10,TSLA,Consumer Goods,395.55,1044740.0
2023-11-11,TSLA,Consumer Goods,112.98,3146555.0
2023-11-12,TSLA,Consumer Goods,363.49,1296311.0
2023-11-13,TSLA,Consumer Goods,312.92,4544041.0
2023-11-14,TSLA,Consumer Goods,141.31,242157.0
2023-11-15,TSLA,Consumer Goods,169.01,2387319.0
2023-11-16,TSLA,Consumer Goods,327.19,4888109.0
2023-11-17,TSLA,Consumer Goods,218.54,1562603.0
2023-11-18,TSLA,Consumer Goods,475.33,1375029.0
2023-11-19,TSLA,Consumer Goods,427.5,3120791.0
2023-11-20,TSLA,Consumer Goods,493.43,236645.0
2023-11-21,TSLA,Consumer Goods,,1752131.0
2023-11-22,TSLA,Consumer Goods,,1286837.0
2023-11-23,TSLA,Consumer Goods,272.49,442221.0
2023-11-24,TSLA,Consumer Goods,239.01,2535919.0
2023-11-25,TSLA,Consumer Goods,120.14,1279580.0
2023-11-26,TSLA,Consumer Goods,121.11,153687.0
2023-11-27,TSLA,Consumer Goods,376.8,2590272.0
2023-11-28,TSLA,Consumer Goods,283.17,2729137.0
